Cast	Pic	Task	Part	Dur	Lang	RT	Rep	Freq_1_LF	CogStatus_1_C
vestido	124	BN	1P5	427	1	500	2	2	1
violín	104	BN	1P5	336	1	687	3	1	1
violín	104	BN	1P5	365	1	527	4	1	1
violín	104	BN	1P5	338	1	594	2	1	1
violín	104	BN	1P5	341	1	633	1	1	1
avión	123	BN	1P6	299	1	529	4	2	1
avión	123	BN	1P6	279	1	533	2	2	1
avión	123	BN	1P6	311	1	590	1	2	1
avión	123	BN	1P6	310	1	445	3	2	1
balcón	120	BN	1P6	426	1	868	1	2	1
balcón	120	BN	1P6	425	1	696	2	2	1
balcón	120	BN	1P6	405	1	598	3	2	1
balcón	120	BN	1P6	399	1	611	4	2	1
bolsa	128	BN	1P6	304	1	636	2	2	1
bolsa	128	BN	1P6	306	1	519	4	2	1
bolsa	128	BN	1P6	374	1	633	1	2	1
bolsa	128	BN	1P6	309	1	528	3	2	1
bombilla	107	BN	1P6	460	1	555	1	1	1
bombilla	107	BN	1P6	478	1	633	2	1	1
bombilla	107	BN	1P6	517	1	592	3	1	1
bombilla	107	BN	1P6	463	1	509	4	1	1
calcetín	112	BN	1P6	466	1	562	2	1	2
calcetín	112	BN	1P6	504	1	588	1	1	2
calcetín	112	BN	1P6	489	1	472	3	1	2
calcetín	112	BN	1P6	436	1	516	4	1	2
cepillo	113	BN	1P6	425	1	563	1	1	2
cepillo	113	BN	1P6	466	1	520	2	1	2
cepillo	113	BN	1P6	456	1	504	3	1	2
cepillo	113	BN	1P6	419	1	541	4	1	2
colchón	111	BN	1P6	374	1	779	1	1	2
colchón	111	BN	1P6	359	1	584	2	1	2
colchón	111	BN	1P6	370	1	598	3	1	2
colchón	111	BN	1P6	355	1	544	4	1	2
columpio	114	BN	1P6	478	1	721	2	1	2
columpio	114	BN	1P6	493	1	638	1	1	2
columpio	114	BN	1P6	499	1	616	4	1	2
columpio	114	BN	1P6	461	1	635	3	1	2
corcho	110	BN	1P6	363	1	984	1	1	2
corcho	110	BN	1P6	310	1	785	2	1	2
corcho	110	BN	1P6	304	1	534	3	1	2
corcho	110	BN	1P6	360	1	629	4	1	2
cuchillo	132	BN	1P6	411	1	499	4	2	2
cuchillo	132	BN	1P6	422	1	676	3	2	2
cuchillo	132	BN	1P6	397	1	509	2	2	2
cuchillo	132	BN	1P6	391	1	972	1	2	2
escalera	125	BN	1P6	559	1	612	1	2	1
escalera	125	BN	1P6	526	1	579	4	2	1
escalera	125	BN	1P6	491	1	530	2	2	1
escalera	125	BN	1P6	514	1	687	3	2	1
escoba	105	BN	1P6	480	1	523	4	1	1
escoba	105	BN	1P6	325	1	588	2	1	1
escoba	105	BN	1P6	439	1	524	1	1	1
escoba	105	BN	1P6	370	1	527	3	1	1
espejo	133	BN	1P6	457	1	567	4	2	2
espejo	133	BN	1P6	429	1	475	3	2	2
espejo	133	BN	1P6	463	1	567	1	2	2
espejo	133	BN	1P6	458	1	525	2	2	2
flor	127	BN	1P6	186	1	634	3	2	1
flor	127	BN	1P6	295	1	520	1	2	1
flor	127	BN	1P6	350	1	548	4	2	1
flor	127	BN	1P6	252	1	521	2	2	1
globo	100	BN	1P6	330	1	530	3	1	1
globo	100	BN	1P6	302	1	585	1	1	1
globo	100	BN	1P6	360	1	469	4	1	1
globo	100	BN	1P6	318	1	647	2	1	1
hacha	116	BN	1P6	275	1	567	2	1	2
hacha	116	BN	1P6	328	1	561	1	1	2
hacha	116	BN	1P6	269	1	658	4	1	2
hacha	116	BN	1P6	308	1	633	3	1	2
hilo	130	BN	1P6	257	1	546	4	2	2
hilo	130	BN	1P6	230	1	691	3	2	2
hilo	130	BN	1P6	247	1	780	1	2	2
hilo	130	BN	1P6	229	1	741	2	2	2
hoja	135	BN	1P6	336	1	625	1	2	2
hoja	135	BN	1P6	269	1	496	3	2	2
hoja	135	BN	1P6	321	1	519	4	2	2
hoja	135	BN	1P6	298	1	569	2	2	2
hoz	115	BN	1P6	308	1	680	1	1	2
hoz	115	BN	1P6	280	1	659	2	1	2
hoz	115	BN	1P6	260	1	557	4	1	2
hoz	115	BN	1P6	260	1	645	3	1	2
hucha	119	BN	1P6	300	1	623	1	1	2
hucha	119	BN	1P6	306	1	597	3	1	2
hucha	119	BN	1P6	271	1	585	4	1	2
hucha	119	BN	1P6	311	1	551	2	1	2
huevo	131	BN	1P6	259	1	668	2	2	2
huevo	131	BN	1P6	327	1	633	3	2	2
huevo	131	BN	1P6	308	1	845	1	2	2
huevo	131	BN	1P6	273	1	684	4	2	2
mancha	136	BN	1P6	358	1	577	2	2	2
mancha	136	BN	1P6	375	1	651	1	2	2
mancha	136	BN	1P6	355	1	476	4	2	2
mancha	136	BN	1P6	386	1	535	3	2	2
mesa	137	BN	1P6	246	1	560	4	2	2
mesa	137	BN	1P6	276	1	599	3	2	2
mesa	137	BN	1P6	272	1	594	2	2	2
muleta	117	BN	1P6	380	1	779	2	1	2
muleta	117	BN	1P6	428	1	872	1	1	2
muleta	117	BN	1P6	396	1	598	3	1	2
muleta	117	BN	1P6	361	1	622	4	1	2
patín	102	BN	1P6	337	1	597	2	1	1
patín	102	BN	1P6	354	1	650	1	1	1
patín	102	BN	1P6	346	1	587	4	1	1
patín	102	BN	1P6	421	1	567	3	1	1
pelota	129	BN	1P6	369	1	606	4	2	1
pelota	129	BN	1P6	394	1	650	3	2	1
pelota	129	BN	1P6	315	1	563	2	2	1
pelota	129	BN	1P6	363	1	820	1	2	1
peluca	108	BN	1P6	392	1	612	1	1	1
peluca	108	BN	1P6	337	1	558	2	1	1
peluca	108	BN	1P6	406	1	1006	4	1	1
peluca	108	BN	1P6	358	1	645	3	1	1
peonza	118	BN	1P6	411	1	1123	1	1	2
peonza	118	BN	1P6	376	1	532	3	1	2
peonza	118	BN	1P6	406	1	794	4	1	2
pincel	103	BN	1P6	352	1	569	1	1	1
pincel	103	BN	1P6	449	1	561	2	1	1
pincel	103	BN	1P6	385	1	569	3	1	1
pincel	103	BN	1P6	369	1	569	4	1	1
puerta	126	BN	1P6	347	1	638	1	2	1
puerta	126	BN	1P6	317	1	630	2	2	1
puerta	126	BN	1P6	295	1	598	4	2	1
puerta	126	BN	1P6	387	1	598	3	2	1
regadera	106	BN	1P6	490	1	802	1	1	1
regadera	106	BN	1P6	453	1	609	2	1	1
regadera	106	BN	1P6	521	1	597	4	1	1
regadera	106	BN	1P6	521	1	526	3	1	1
reloj	121	BN	1P6	314	1	571	1	2	1
reloj	121	BN	1P6	478	1	565	2	2	1
reloj	121	BN	1P6	410	1	558	3	2	1
reloj	121	BN	1P6	342	1	523	4	2	1
sierra	109	BN	1P6	375	1	562	1	1	1
sierra	109	BN	1P6	404	1	637	3	1	1
sierra	109	BN	1P6	413	1	597	4	1	1
sierra	109	BN	1P6	362	1	599	2	1	1
silla	138	BN	1P6	339	1	474	3	2	2
silla	138	BN	1P6	342	1	564	4	2	2
silla	138	BN	1P6	355	1	503	2	2	2
silla	138	BN	1P6	382	1	459	1	2	2
sombrero	134	BN	1P6	451	1	544	3	2	2
sombrero	134	BN	1P6	505	1	463	1	2	2
sombrero	134	BN	1P6	479	1	543	4	2	2
sombrero	134	BN	1P6	422	1	478	2	2	2
taburete	101	BN	1P6	472	1	663	1	1	1
taburete	101	BN	1P6	418	1	647	2	1	1
taburete	101	BN	1P6	424	1	706	4	1	1
taburete	101	BN	1P6	498	1	822	3	1	1
teléfono	122	BN	1P6	484	1	472	2	2	1
teléfono	122	BN	1P6	488	1	537	3	2	1
teléfono	122	BN	1P6	437	1	523	1	2	1
teléfono	122	BN	1P6	486	1	511	4	2	1
ventana	139	BN	1P6	356	1	563	3	2	2
ventana	139	BN	1P6	450	1	585	4	2	2
ventana	139	BN	1P6	389	1	620	2	2	2
ventana	139	BN	1P6	450	1	578	1	2	2
vestido	124	BN	1P6	462	1	654	1	2	1
vestido	124	BN	1P6	439	1	553	3	2	1
vestido	124	BN	1P6	450	1	577	2	2	1
vestido	124	BN	1P6	473	1	513	4	2	1
violín	104	BN	1P6	338	1	641	2	1	1
violín	104	BN	1P6	345	1	676	1	1	1
violín	104	BN	1P6	326	1	666	3	1	1
violín	104	BN	1P6	316	1	634	4	1	1
avión	123	BN	1P7	412	1	482	2	2	1
avión	123	BN	1P7	449	1	464	3	2	1
avión	123	BN	1P7	445	1	459	1	2	1
avión	123	BN	1P7	447	1	428	4	2	1
balcón	120	BN	1P7	494	1	540	3	2	1
balcón	120	BN	1P7	507	1	639	1	2	1
balcón	120	BN	1P7	453	1	707	2	2	1
bolsa	128	BN	1P7	467	1	529	2	2	1
bolsa	128	BN	1P7	452	1	498	4	2	1
bolsa	128	BN	1P7	435	1	589	1	2	1
bolsa	128	BN	1P7	404	1	533	3	2	1
bombilla	107	BN	1P7	515	1	680	3	1	1
bombilla	107	BN	1P7	593	1	654	4	1	1
bombilla	107	BN	1P7	545	1	520	2	1	1
bombilla	107	BN	1P7	600	1	523	1	1	1
calcetín	112	BN	1P7	589	1	588	3	1	2
calcetín	112	BN	1P7	550	1	545	2	1	2
calcetín	112	BN	1P7	535	1	483	4	1	2
calcetín	112	BN	1P7	497	1	480	1	1	2
cepillo	113	BN	1P7	490	1	476	3	1	2
cepillo	113	BN	1P7	498	1	674	2	1	2
cepillo	113	BN	1P7	540	1	533	4	1	2
cepillo	113	BN	1P7	462	1	801	1	1	2
colchón	111	BN	1P7	501	1	471	3	1	2
colchón	111	BN	1P7	483	1	501	4	1	2
colchón	111	BN	1P7	535	1	524	2	1	2
colchón	111	BN	1P7	513	1	539	1	1	2
columpio	114	BN	1P7	501	1	572	3	1	2
columpio	114	BN	1P7	462	1	591	2	1	2
columpio	114	BN	1P7	566	1	629	1	1	2
columpio	114	BN	1P7	569	1	579	4	1	2
corcho	110	BN	1P7	462	1	669	4	1	2
corcho	110	BN	1P7	340	1	1408	1	1	2
corcho	110	BN	1P7	401	1	958	3	1	2
corcho	110	BN	1P7	379	1	1063	2	1	2
cuchillo	132	BN	1P7	545	1	697	1	2	2
cuchillo	132	BN	1P7	572	1	536	2	2	2
cuchillo	132	BN	1P7	472	1	584	3	2	2
cuchillo	132	BN	1P7	508	1	532	4	2	2
escalera	125	BN	1P7	498	1	480	1	2	1
escalera	125	BN	1P7	476	1	477	3	2	1
escalera	125	BN	1P7	568	1	641	4	2	1
escalera	125	BN	1P7	537	1	687	2	2	1
escoba	105	BN	1P7	463	1	507	1	1	1
escoba	105	BN	1P7	476	1	501	2	1	1
escoba	105	BN	1P7	532	1	427	4	1	1
escoba	105	BN	1P7	511	1	622	3	1	1
espejo	133	BN	1P7	509	1	1024	1	2	2
espejo	133	BN	1P7	519	1	444	4	2	2
espejo	133	BN	1P7	423	1	504	2	2	2
espejo	133	BN	1P7	548	1	597	3	2	2
flor	127	BN	1P7	298	1	556	1	2	1
flor	127	BN	1P7	281	1	466	3	2	1
flor	127	BN	1P7	296	1	471	2	2	1
flor	127	BN	1P7	235	1	585	4	2	1
globo	100	BN	1P7	385	1	508	1	1	1
globo	100	BN	1P7	322	1	488	4	1	1
globo	100	BN	1P7	373	1	479	2	1	1
globo	100	BN	1P7	324	1	464	3	1	1
hacha	116	BN	1P7	311	1	582	2	1	2
hacha	116	BN	1P7	396	1	527	1	1	2
hacha	116	BN	1P7	380	1	480	3	1	2
hacha	116	BN	1P7	409	1	406	4	1	2
hilo	130	BN	1P7	308	1	832	3	2	2
hilo	130	BN	1P7	253	1	603	1	2	2
hilo	130	BN	1P7	297	1	580	2	2	2
hilo	130	BN	1P7	269	1	423	4	2	2
hoja	135	BN	1P7	321	1	636	1	2	2
hoja	135	BN	1P7	383	1	471	3	2	2
hoja	135	BN	1P7	411	1	429	4	2	2
hoja	135	BN	1P7	332	1	548	2	2	2
hoz	115	BN	1P7	229	1	561	3	1	2
hoz	115	BN	1P7	244	1	723	1	1	2
hoz	115	BN	1P7	302	1	621	2	1	2
hoz	115	BN	1P7	261	1	519	4	1	2
hucha	119	BN	1P7	355	1	588	1	1	2
hucha	119	BN	1P7	370	1	625	2	1	2
hucha	119	BN	1P7	376	1	508	3	1	2
hucha	119	BN	1P7	382	1	509	4	1	2
huevo	131	BN	1P7	363	1	537	1	2	2
huevo	131	BN	1P7	351	1	499	2	2	2
huevo	131	BN	1P7	319	1	428	3	2	2
huevo	131	BN	1P7	307	1	536	4	2	2
mancha	136	BN	1P7	418	1	470	2	2	2
mancha	136	BN	1P7	442	1	527	1	2	2
mancha	136	BN	1P7	454	1	449	3	2	2
mancha	136	BN	1P7	438	1	456	4	2	2
mesa	137	BN	1P7	413	1	470	1	2	2
mesa	137	BN	1P7	431	1	501	3	2	2
mesa	137	BN	1P7	446	1	477	4	2	2
mesa	137	BN	1P7	329	1	546	2	2	2
muleta	117	BN	1P7	450	1	722	3	1	2
muleta	117	BN	1P7	475	1	620	4	1	2
muleta	117	BN	1P7	475	1	902	2	1	2
muleta	117	BN	1P7	440	1	685	1	1	2
patín	102	BN	1P7	400	1	929	1	1	1
patín	102	BN	1P7	407	1	484	2	1	1
patín	102	BN	1P7	368	1	516	4	1	1
patín	102	BN	1P7	384	1	775	3	1	1
pelota	129	BN	1P7	452	1	1017	4	2	1
peluca	108	BN	1P7	423	1	535	3	1	1
peluca	108	BN	1P7	397	1	550	4	1	1
peluca	108	BN	1P7	407	1	538	2	1	1
peluca	108	BN	1P7	410	1	635	1	1	1
peonza	118	BN	1P7	494	1	625	1	1	2
peonza	118	BN	1P7	455	1	468	4	1	2
peonza	118	BN	1P7	416	1	510	2	1	2
peonza	118	BN	1P7	417	1	498	3	1	2
pincel	103	BN	1P7	529	1	559	1	1	1
pincel	103	BN	1P7	475	1	557	2	1	1
pincel	103	BN	1P7	504	1	525	4	1	1
pincel	103	BN	1P7	466	1	527	3	1	1
puerta	126	BN	1P7	385	1	573	1	2	1
puerta	126	BN	1P7	355	1	579	3	2	1
puerta	126	BN	1P7	344	1	525	2	2	1
puerta	126	BN	1P7	399	1	544	4	2	1
regadera	106	BN	1P7	514	1	582	3	1	1
regadera	106	BN	1P7	539	1	574	2	1	1
regadera	106	BN	1P7	496	1	807	1	1	1
regadera	106	BN	1P7	540	1	558	4	1	1
reloj	121	BN	1P7	444	1	589	1	2	1
reloj	121	BN	1P7	502	1	601	3	2	1
reloj	121	BN	1P7	398	1	517	2	2	1
reloj	121	BN	1P7	375	1	605	4	2	1
sierra	109	BN	1P7	386	1	486	3	1	1
sierra	109	BN	1P7	446	1	928	4	1	1
sierra	109	BN	1P7	393	1	540	2	1	1
sierra	109	BN	1P7	425	1	543	1	1	1
silla	138	BN	1P7	440	1	664	1	2	2
silla	138	BN	1P7	416	1	637	2	2	2
silla	138	BN	1P7	424	1	530	4	2	2
silla	138	BN	1P7	396	1	431	3	2	2
sombrero	134	BN	1P7	550	1	453	4	2	2
sombrero	134	BN	1P7	521	1	486	1	2	2
sombrero	134	BN	1P7	544	1	477	2	2	2
sombrero	134	BN	1P7	546	1	464	3	2	2
taburete	101	BN	1P7	553	1	501	4	1	1
taburete	101	BN	1P7	519	1	571	1	1	1
taburete	101	BN	1P7	509	1	594	2	1	1
taburete	101	BN	1P7	528	1	516	3	1	1
teléfono	122	BN	1P7	544	1	1290	1	2	1
teléfono	122	BN	1P7	489	1	692	2	2	1
teléfono	122	BN	1P7	472	1	464	3	2	1
teléfono	122	BN	1P7	504	1	549	4	2	1
ventana	139	BN	1P7	555	1	549	2	2	2
ventana	139	BN	1P7	544	1	553	1	2	2
ventana	139	BN	1P7	536	1	454	4	2	2
ventana	139	BN	1P7	503	1	826	3	2	2
vestido	124	BN	1P7	524	1	476	4	2	1
vestido	124	BN	1P7	541	1	545	1	2	1
vestido	124	BN	1P7	508	1	463	2	2	1
vestido	124	BN	1P7	530	1	531	3	2	1
violín	104	BN	1P7	436	1	557	1	1	1
violín	104	BN	1P7	439	1	543	2	1	1
violín	104	BN	1P7	449	1	751	3	1	1
violín	104	BN	1P7	465	1	448	4	1	1
avión	123	BN	1P8	323	1	611	1	2	1
avión	123	BN	1P8	333	1	514	3	2	1
avión	123	BN	1P8	341	1	624	2	2	1
avión	123	BN	1P8	320	1	720	4	2	1
balcón	120	BN	1P8	453	1	807	1	2	1
balcón	120	BN	1P8	490	1	787	2	2	1
balcón	120	BN	1P8	432	1	663	3	2	1
balcón	120	BN	1P8	421	1	623	4	2	1
bolsa	128	BN	1P8	409	1	754	1	2	1
bolsa	128	BN	1P8	505	1	617	2	2	1
bolsa	128	BN	1P8	383	1	541	3	2	1
bolsa	128	BN	1P8	365	1	595	4	2	1
bombilla	107	BN	1P8	508	1	571	1	1	1
bombilla	107	BN	1P8	482	1	524	3	1	1
bombilla	107	BN	1P8	500	1	562	2	1	1
bombilla	107	BN	1P8	506	1	823	4	1	1
calcetín	112	BN	1P8	558	1	548	2	1	2
calcetín	112	BN	1P8	526	1	538	3	1	2
calcetín	112	BN	1P8	479	1	525	1	1	2
calcetín	112	BN	1P8	542	1	599	4	1	2
cepillo	113	BN	1P8	566	1	906	2	1	2
cepillo	113	BN	1P8	468	1	781	1	1	2
cepillo	113	BN	1P8	439	1	538	3	1	2
cepillo	113	BN	1P8	414	1	818	4	1	2
colchón	111	BN	1P8	510	1	842	1	1	2
colchón	111	BN	1P8	468	1	578	3	1	2
colchón	111	BN	1P8	441	1	556	4	1	2
colchón	111	BN	1P8	500	1	723	2	1	2
columpio	114	BN	1P8	495	1	975	2	1	2
columpio	114	BN	1P8	544	1	869	1	1	2
columpio	114	BN	1P8	487	1	857	3	1	2
columpio	114	BN	1P8	464	1	789	4	1	2
corcho	110	BN	1P8	389	1	819	4	1	2
corcho	110	BN	1P8	439	1	1254	1	1	2
corcho	110	BN	1P8	402	1	987	3	1	2
corcho	110	BN	1P8	492	1	1657	2	1	2
cuchillo	132	BN	1P8	544	1	944	4	2	2
cuchillo	132	BN	1P8	546	1	887	3	2	2
cuchillo	132	BN	1P8	578	1	2153	1	2	2
cuchillo	132	BN	1P8	574	1	1238	2	2	2
escalera	125	BN	1P8	495	1	566	2	2	1
escalera	125	BN	1P8	518	1	683	1	2	1
escalera	125	BN	1P8	470	1	615	4	2	1
escalera	125	BN	1P8	470	1	528	3	2	1
escoba	105	BN	1P8	440	1	930	3	1	1
escoba	105	BN	1P8	413	1	774	4	1	1
escoba	105	BN	1P8	489	1	548	2	1	1
escoba	105	BN	1P8	474	1	818	1	1	1
espejo	133	BN	1P8	516	1	549	2	2	2
espejo	133	BN	1P8	478	1	597	4	2	2
espejo	133	BN	1P8	531	1	714	1	2	2
espejo	133	BN	1P8	487	1	590	3	2	2
flor	127	BN	1P8	312	1	554	1	2	1
flor	127	BN	1P8	257	1	554	2	2	1
flor	127	BN	1P8	238	1	557	3	2	1
flor	127	BN	1P8	206	1	502	4	2	1
globo	100	BN	1P8	338	1	597	1	1	1
globo	100	BN	1P8	277	1	525	3	1	1
globo	100	BN	1P8	361	1	555	2	1	1
globo	100	BN	1P8	265	1	650	4	1	1
hacha	116	BN	1P8	404	1	780	2	1	2
hacha	116	BN	1P8	357	1	881	1	1	2
hacha	116	BN	1P8	363	1	798	3	1	2
hacha	116	BN	1P8	347	1	543	4	1	2
hilo	130	BN	1P8	230	1	653	4	2	2
hilo	130	BN	1P8	313	1	1268	1	2	2
hilo	130	BN	1P8	252	1	705	2	2	2
hilo	130	BN	1P8	291	1	856	3	2	2
hoja	135	BN	1P8	327	1	614	2	2	2
hoja	135	BN	1P8	320	1	990	1	2	2
hoja	135	BN	1P8	307	1	593	3	2	2
hoja	135	BN	1P8	292	1	589	4	2	2
hoz	115	BN	1P8	226	1	942	2	1	2
hoz	115	BN	1P8	287	1	923	1	1	2
hoz	115	BN	1P8	185	1	451	3	1	2
hoz	115	BN	1P8	211	1	761	4	1	2
hucha	119	BN	1P8	358	1	738	2	1	2
hucha	119	BN	1P8	350	1	636	3	1	2
hucha	119	BN	1P8	378	1	1387	1	1	2
hucha	119	BN	1P8	360	1	716	4	1	2
huevo	131	BN	1P8	330	1	506	2	2	2
huevo	131	BN	1P8	265	1	564	4	2	2
huevo	131	BN	1P8	275	1	543	3	2	2
huevo	131	BN	1P8	313	1	589	1	2	2
mancha	136	BN	1P8	370	1	561	4	2	2
mancha	136	BN	1P8	377	1	659	1	2	2
mancha	136	BN	1P8	401	1	596	2	2	2
mancha	136	BN	1P8	415	1	563	3	2	2
mesa	137	BN	1P8	293	1	460	4	2	2
mesa	137	BN	1P8	352	1	597	3	2	2
mesa	137	BN	1P8	382	1	662	2	2	2
muleta	117	BN	1P8	394	1	832	1	1	2
muleta	117	BN	1P8	469	1	864	2	1	2
muleta	117	BN	1P8	433	1	778	3	1	2
muleta	117	BN	1P8	378	1	696	4	1	2
patín	102	BN	1P8	383	1	709	1	1	1
patín	102	BN	1P8	366	1	587	3	1	1
patín	102	BN	1P8	411	1	563	2	1	1
patín	102	BN	1P8	415	1	817	4	1	1
pelota	129	BN	1P8	343	1	542	4	2	1
pelota	129	BN	1P8	366	1	595	1	2	1
pelota	129	BN	1P8	438	1	674	2	2	1
pelota	129	BN	1P8	368	1	619	3	2	1
peluca	108	BN	1P8	390	1	899	1	1	1
peluca	108	BN	1P8	408	1	556	3	1	1
peluca	108	BN	1P8	396	1	763	2	1	1
peluca	108	BN	1P8	353	1	607	4	1	1
pincel	103	BN	1P8	413	1	712	3	1	1
pincel	103	BN	1P8	440	1	760	2	1	1
pincel	103	BN	1P8	401	1	535	4	1	1
pincel	103	BN	1P8	433	1	672	1	1	1
puerta	126	BN	1P8	378	1	767	2	2	1
puerta	126	BN	1P8	342	1	658	1	2	1
puerta	126	BN	1P8	488	1	557	3	2	1
puerta	126	BN	1P8	324	1	604	4	2	1
regadera	106	BN	1P8	476	1	878	3	1	1
regadera	106	BN	1P8	483	1	1315	1	1	1
regadera	106	BN	1P8	446	1	776	4	1	1
regadera	106	BN	1P8	530	1	1610	2	1	1
reloj	121	BN	1P8	377	1	778	1	2	1
reloj	121	BN	1P8	418	1	567	3	2	1
reloj	121	BN	1P8	334	1	681	4	2	1
reloj	121	BN	1P8	370	1	715	2	2	1
sierra	109	BN	1P8	407	1	1403	4	1	1
sierra	109	BN	1P8	409	1	1112	3	1	1
sierra	109	BN	1P8	421	1	1093	2	1	1
silla	138	BN	1P8	403	1	503	2	2	2
silla	138	BN	1P8	364	1	453	3	2	2
silla	138	BN	1P8	392	1	734	1	2	2
silla	138	BN	1P8	362	1	450	4	2	2
sombrero	134	BN	1P8	490	1	484	4	2	2
sombrero	134	BN	1P8	546	1	851	1	2	2
sombrero	134	BN	1P8	524	1	578	2	2	2
sombrero	134	BN	1P8	542	1	872	3	2	2
taburete	101	BN	1P8	467	1	730	1	1	1
taburete	101	BN	1P8	519	1	757	2	1	1
taburete	101	BN	1P8	473	1	1069	3	1	1
taburete	101	BN	1P8	446	1	634	4	1	1
teléfono	122	BN	1P8	487	1	777	1	2	1
teléfono	122	BN	1P8	484	1	538	2	2	1
teléfono	122	BN	1P8	463	1	505	4	2	1
teléfono	122	BN	1P8	486	1	544	3	2	1
ventana	139	BN	1P8	416	1	541	4	2	2
ventana	139	BN	1P8	490	1	694	2	2	2
ventana	139	BN	1P8	499	1	636	3	2	2
vestido	124	BN	1P8	498	1	807	2	2	1
vestido	124	BN	1P8	537	1	687	1	2	1
vestido	124	BN	1P8	399	1	687	4	2	1
vestido	124	BN	1P8	489	1	849	3	2	1
violín	104	BN	1P8	489	1	814	2	1	1
violín	104	BN	1P8	382	1	583	3	1	1
violín	104	BN	1P8	329	1	794	4	1	1
violín	104	BN	1P8	413	1	808	1	1	1
avión	123	BN	1P9	312	1	519	1	2	1
avión	123	BN	1P9	340	1	519	3	2	1
avión	123	BN	1P9	322	1	559	2	2	1
avión	123	BN	1P9	290	1	457	4	2	1
balcón	120	BN	1P9	400	1	757	2	2	1
balcón	120	BN	1P9	415	1	800	1	2	1
balcón	120	BN	1P9	354	1	706	3	2	1
balcón	120	BN	1P9	402	1	841	4	2	1
bolsa	128	BN	1P9	360	1	622	1	2	1
bolsa	128	BN	1P9	400	1	576	4	2	1
bolsa	128	BN	1P9	338	1	721	2	2	1
bolsa	128	BN	1P9	369	1	570	3	2	1
bombilla	107	BN	1P9	462	1	554	4	1	1
bombilla	107	BN	1P9	475	1	759	3	1	1
bombilla	107	BN	1P9	484	1	514	2	1	1
calcetín	112	BN	1P9	440	1	514	3	1	2
calcetín	112	BN	1P9	475	1	532	4	1	2
calcetín	112	BN	1P9	473	1	898	2	1	2
calcetín	112	BN	1P9	459	1	609	1	1	2
cepillo	113	BN	1P9	424	1	632	4	1	2
cepillo	113	BN	1P9	482	1	832	2	1	2
cepillo	113	BN	1P9	431	1	494	3	1	2
cepillo	113	BN	1P9	464	1	791	1	1	2
colchón	111	BN	1P9	375	1	809	2	1	2
colchón	111	BN	1P9	371	1	685	4	1	2
colchón	111	BN	1P9	373	1	595	3	1	2
columpio	114	BN	1P9	467	1	899	4	1	2
columpio	114	BN	1P9	437	1	1235	2	1	2
columpio	114	BN	1P9	460	1	652	3	1	2
columpio	114	BN	1P9	437	1	1417	1	1	2
corcho	110	BN	1P9	345	1	727	2	1	2
corcho	110	BN	1P9	365	1	655	3	1	2
corcho	110	BN	1P9	351	1	609	4	1	2
corcho	110	BN	1P9	367	1	935	1	1	2
cuchillo	132	BN	1P9	433	1	593	2	2	2
cuchillo	132	BN	1P9	446	1	645	4	2	2
cuchillo	132	BN	1P9	441	1	621	3	2	2
cuchillo	132	BN	1P9	436	1	1033	1	2	2
escalera	125	BN	1P9	463	1	719	1	2	1
escalera	125	BN	1P9	471	1	529	3	2	1
escalera	125	BN	1P9	468	1	689	2	2	1
escalera	125	BN	1P9	463	1	634	4	2	1
escoba	105	BN	1P9	453	1	700	2	1	1
escoba	105	BN	1P9	436	1	451	4	1	1
escoba	105	BN	1P9	452	1	688	3	1	1
escoba	105	BN	1P9	442	1	1082	1	1	1
espejo	133	BN	1P9	506	1	854	4	2	2
espejo	133	BN	1P9	417	1	559	3	2	2
espejo	133	BN	1P9	477	1	574	1	2	2
espejo	133	BN	1P9	411	1	551	2	2	2
flor	127	BN	1P9	248	1	743	2	2	1
flor	127	BN	1P9	258	1	519	3	2	1
flor	127	BN	1P9	266	1	568	1	2	1
flor	127	BN	1P9	266	1	534	4	2	1
globo	100	BN	1P9	321	1	741	2	1	1
globo	100	BN	1P9	287	1	545	3	1	1
globo	100	BN	1P9	365	1	564	4	1	1
hacha	116	BN	1P9	373	1	533	4	1	2
hacha	116	BN	1P9	324	1	734	1	1	2
hacha	116	BN	1P9	364	1	978	3	1	2
hacha	116	BN	1P9	376	1	640	2	1	2
hilo	130	BN	1P9	258	1	527	4	2	2
hilo	130	BN	1P9	248	1	573	3	2	2
hilo	130	BN	1P9	251	1	943	1	2	2
hilo	130	BN	1P9	277	1	591	2	2	2
hoja	135	BN	1P9	316	1	499	3	2	2
hoja	135	BN	1P9	340	1	580	1	2	2
hoja	135	BN	1P9	404	1	518	4	2	2
hoja	135	BN	1P9	322	1	542	2	2	2
hoz	115	BN	1P9	255	1	657	4	1	2
hoz	115	BN	1P9	210	1	553	2	1	2
hoz	115	BN	1P9	210	1	618	3	1	2
hoz	115	BN	1P9	198	1	746	1	1	2
hucha	119	BN	1P9	362	1	705	4	1	2
hucha	119	BN	1P9	383	1	772	1	1	2
hucha	119	BN	1P9	364	1	779	2	1	2
hucha	119	BN	1P9	382	1	705	3	1	2
huevo	131	BN	1P9	291	1	552	2	2	2
huevo	131	BN	1P9	295	1	551	4	2	2
huevo	131	BN	1P9	281	1	488	3	2	2
huevo	131	BN	1P9	292	1	648	1	2	2
mancha	136	BN	1P9	407	1	745	1	2	2
mancha	136	BN	1P9	323	1	463	3	2	2
