Cast	Pic	Task	Part	Dur	Lang	RT	Rep	Freq_1_LF	CogStatus_1_C
avión	123	BN	1P16	370	1	590	1	2	1
avión	123	BN	1P16	394	1	619	2	2	1
avión	123	BN	1P16	383	1	593	3	2	1
balcón	120	BN	1P16	441	1	731	1	2	1
balcón	120	BN	1P16	525	1	776	2	2	1
balcón	120	BN	1P16	468	1	736	3	2	1
balcón	120	BN	1P16	515	1	586	4	2	1
bolsa	128	BN	1P16	446	1	680	2	2	1
bolsa	128	BN	1P16	475	1	580	3	2	1
bolsa	128	BN	1P16	439	1	568	4	2	1
bolsa	128	BN	1P16	397	1	622	1	2	1
bombilla	107	BN	1P16	576	1	591	4	1	1
bombilla	107	BN	1P16	521	1	518	1	1	1
bombilla	107	BN	1P16	602	1	651	2	1	1
bombilla	107	BN	1P16	527	1	535	3	1	1
calcetín	112	BN	1P16	544	1	519	4	1	2
calcetín	112	BN	1P16	593	1	611	3	1	2
calcetín	112	BN	1P16	586	1	586	1	1	2
calcetín	112	BN	1P16	532	1	586	2	1	2
cepillo	113	BN	1P16	578	1	534	4	1	2
cepillo	113	BN	1P16	549	1	634	2	1	2
cepillo	113	BN	1P16	542	1	582	1	1	2
cepillo	113	BN	1P16	480	1	553	3	1	2
colchón	111	BN	1P16	486	1	596	4	1	2
colchón	111	BN	1P16	436	1	618	1	1	2
colchón	111	BN	1P16	464	1	606	3	1	2
colchón	111	BN	1P16	484	1	677	2	1	2
columpio	114	BN	1P16	508	1	602	3	1	2
columpio	114	BN	1P16	505	1	598	1	1	2
columpio	114	BN	1P16	543	1	719	2	1	2
corcho	110	BN	1P16	387	1	809	2	1	2
corcho	110	BN	1P16	417	1	1206	3	1	2
corcho	110	BN	1P16	394	1	672	4	1	2
corcho	110	BN	1P16	424	1	664	1	1	2
cuchillo	132	BN	1P16	481	1	1037	1	2	2
cuchillo	132	BN	1P16	523	1	626	2	2	2
cuchillo	132	BN	1P16	484	1	575	3	2	2
cuchillo	132	BN	1P16	515	1	588	4	2	2
escalera	125	BN	1P16	554	1	591	3	2	1
escalera	125	BN	1P16	559	1	749	2	2	1
escalera	125	BN	1P16	526	1	556	1	2	1
escalera	125	BN	1P16	612	1	642	4	2	1
escoba	105	BN	1P16	486	1	584	4	1	1
escoba	105	BN	1P16	457	1	922	1	1	1
escoba	105	BN	1P16	440	1	879	2	1	1
escoba	105	BN	1P16	492	1	668	3	1	1
espejo	133	BN	1P16	517	1	560	2	2	2
espejo	133	BN	1P16	528	1	519	1	2	2
espejo	133	BN	1P16	551	1	681	3	2	2
espejo	133	BN	1P16	570	1	560	4	2	2
flor	127	BN	1P16	310	1	529	3	2	1
flor	127	BN	1P16	278	1	571	2	2	1
flor	127	BN	1P16	314	1	591	4	2	1
flor	127	BN	1P16	280	1	557	1	2	1
globo	100	BN	1P16	426	1	640	1	1	1
globo	100	BN	1P16	397	1	682	2	1	1
globo	100	BN	1P16	419	1	542	3	1	1
globo	100	BN	1P16	382	1	513	4	1	1
hacha	116	BN	1P16	376	1	636	1	1	2
hacha	116	BN	1P16	366	1	723	2	1	2
hacha	116	BN	1P16	375	1	959	3	1	2
hacha	116	BN	1P16	396	1	709	4	1	2
hilo	130	BN	1P16	295	1	766	3	2	2
hilo	130	BN	1P16	264	1	702	1	2	2
hilo	130	BN	1P16	286	1	795	2	2	2
hilo	130	BN	1P16	275	1	632	4	2	2
hoja	135	BN	1P16	318	1	608	1	2	2
hoja	135	BN	1P16	336	1	803	2	2	2
hoja	135	BN	1P16	353	1	565	4	2	2
hoja	135	BN	1P16	359	1	589	3	2	2
hoz	115	BN	1P16	209	1	732	4	1	2
hoz	115	BN	1P16	253	1	682	3	1	2
hoz	115	BN	1P16	231	1	766	1	1	2
hoz	115	BN	1P16	196	1	721	2	1	2
hucha	119	BN	1P16	377	1	683	3	1	2
hucha	119	BN	1P16	339	1	710	2	1	2
hucha	119	BN	1P16	349	1	665	1	1	2
hucha	119	BN	1P16	400	1	662	4	1	2
huevo	131	BN	1P16	395	1	543	1	2	2
huevo	131	BN	1P16	353	1	751	2	2	2
huevo	131	BN	1P16	346	1	570	3	2	2
huevo	131	BN	1P16	370	1	672	4	2	2
mancha	136	BN	1P16	482	1	654	2	2	2
mancha	136	BN	1P16	440	1	629	1	2	2
mancha	136	BN	1P16	476	1	588	4	2	2
mancha	136	BN	1P16	417	1	535	3	2	2
mesa	137	BN	1P16	352	1	591	4	2	2
mesa	137	BN	1P16	389	1	642	3	2	2
mesa	137	BN	1P16	356	1	652	1	2	2
mesa	137	BN	1P16	380	1	654	2	2	2
muleta	117	BN	1P16	412	1	1424	2	1	2
muleta	117	BN	1P16	444	1	863	4	1	2
muleta	117	BN	1P16	448	1	1239	3	1	2
patín	102	BN	1P16	404	1	672	3	1	1
patín	102	BN	1P16	374	1	626	4	1	1
patín	102	BN	1P16	354	1	838	2	1	1
pelota	129	BN	1P16	377	1	744	1	2	1
pelota	129	BN	1P16	408	1	893	2	2	1
pelota	129	BN	1P16	401	1	673	3	2	1
pelota	129	BN	1P16	396	1	648	4	2	1
peluca	108	BN	1P16	469	1	648	4	1	1
peluca	108	BN	1P16	374	1	706	1	1	1
peluca	108	BN	1P16	442	1	627	3	1	1
peluca	108	BN	1P16	413	1	640	2	1	1
peonza	118	BN	1P16	477	1	712	2	1	2
peonza	118	BN	1P16	456	1	710	1	1	2
peonza	118	BN	1P16	530	1	655	3	1	2
peonza	118	BN	1P16	525	1	613	4	1	2
pincel	103	BN	1P16	453	1	568	4	1	1
pincel	103	BN	1P16	477	1	612	3	1	1
pincel	103	BN	1P16	436	1	590	1	1	1
pincel	103	BN	1P16	447	1	542	2	1	1
puerta	126	BN	1P16	397	1	879	3	2	1
puerta	126	BN	1P16	386	1	1006	2	2	1
puerta	126	BN	1P16	433	1	604	4	2	1
puerta	126	BN	1P16	365	1	790	1	2	1
regadera	106	BN	1P16	523	1	745	4	1	1
regadera	106	BN	1P16	613	1	786	2	1	1
regadera	106	BN	1P16	528	1	1278	1	1	1
regadera	106	BN	1P16	548	1	838	3	1	1
reloj	121	BN	1P16	385	1	592	3	2	1
reloj	121	BN	1P16	421	1	601	2	2	1
reloj	121	BN	1P16	372	1	576	1	2	1
reloj	121	BN	1P16	387	1	602	4	2	1
sierra	109	BN	1P16	493	1	709	4	1	1
sierra	109	BN	1P16	443	1	1028	2	1	1
sierra	109	BN	1P16	422	1	688	1	1	1
sierra	109	BN	1P16	418	1	581	3	1	1
silla	138	BN	1P16	331	1	624	1	2	2
silla	138	BN	1P16	347	1	609	3	2	2
silla	138	BN	1P16	430	1	503	4	2	2
silla	138	BN	1P16	382	1	627	2	2	2
sombrero	134	BN	1P16	511	1	485	1	2	2
sombrero	134	BN	1P16	551	1	560	2	2	2
sombrero	134	BN	1P16	576	1	487	3	2	2
sombrero	134	BN	1P16	573	1	488	4	2	2
taburete	101	BN	1P16	486	1	588	1	1	1
taburete	101	BN	1P16	541	1	628	3	1	1
taburete	101	BN	1P16	526	1	623	4	1	1
taburete	101	BN	1P16	533	1	727	2	1	1
teléfono	122	BN	1P16	540	1	554	4	2	1
teléfono	122	BN	1P16	516	1	777	2	2	1
teléfono	122	BN	1P16	523	1	571	3	2	1
teléfono	122	BN	1P16	447	1	622	1	2	1
